movieid,writerid,addition,additions
2441559,66954,"(based on an original idea by)  <3,1,1>",based on an original idea by
2441559,158037,"(based on an original idea by)  <3,1,2>",based on an original idea by
2441559,158877,"(additional dialogue) (as Doane Hoag)  <2,1,1>",additional dialogue
2441559,329906,"(screenplay)  <1,1,1>",screenplay
2441957,177795,"(adaptation) (as Robert Joseph)  <2,1,1>",adaptation
2441957,220345,"(screenplay)  <1,2,1>",screenplay
2441957,224958,"(uncredited)  <3,1,1>",uncredited
2441957,402172,"(screenplay)  <1,1,1>",screenplay
2442181,207299,"(story)  <1,1,2>",story
2442181,257826,"(screenplay)  <2,1,1>",screenplay
2442181,257826,"(story)  <1,1,1>",story
2442181,361650,"(story)  <1,1,3>",story
2442666,106723,"(novel) (as Nicholas Evans)  <1,1,1>",novel
2442666,201333,"(screenplay)  <2,2,1>",screenplay
2442666,313556,"(screenplay)  <2,1,1>",screenplay
2442759,372018,"(screenplay)  <2,1,1>",screenplay
2442759,393696,"(book ""Hell Hath No Fury"")  <1,1,1>",book
2442759,393696,"(screenplay)  <2,1,2>",screenplay
2442836,240843,(written by),written by
2443071,223254,"(play)  <1,1,1>",play
2443071,387323,"(adaptation)  <2,1,1>",adaptation
2443099,6690,(novel),novel
2443099,15889,(writer),writer
2443201,41789,"(novel)  <1,1,1>",novel
2443201,324324,"(screenplay)  <2,1,1>",screenplay
2443201,395776,"(screenplay)  <2,2,1>",screenplay
2443214,68346,"(written by)  <1,1,1>",written by
2443214,68351,"(written by)  <1,1,2>",written by
2443214,297586,"(written by)  <1,1,3>",written by
2443380,164566,"(novel ""Notre Dame de Paris"")  <3,1,1>",novel
2443380,240395,"(animation screenplay)  <1,1,2>",animation screenplay
2443380,257170,"(animation screenplay)  <1,1,1>",animation screenplay
2443380,257170,"(animation story)  <2,1,1>",animation story
2443380,307889,"(animation screenplay)  <1,1,5>",animation screenplay
2443380,372100,"(animation screenplay)  <1,1,3>",animation screenplay
2443380,391784,"(animation screenplay)  <1,1,4>",animation screenplay
2443403,82631,"(screenplay)  <1,1,1>",screenplay
2443403,352627,"(novel)  <2,1,1>",novel
2443403,363391,"(screenplay)  <1,2,1>",screenplay
2443509,66356,"(novel ""The Hunt for Red October"")  <1,1,1>",novel
2443509,110700,"(screenplay)  <2,1,1>",screenplay
2443509,350571,"(screenplay)  <2,2,1>",screenplay
2443522,206046,"(written by)  <1,1,1>",written by
2443624,30586,"(screenplay)  <3,1,1>",screenplay
2443624,56875,"(book ""The 16th Round"")  <1,1,1>",book
2443624,60194,"(book ""Lazarus and the Hurricane"")  <2,1,1>",book
2443624,135028,"(screenplay)  <3,2,1>",screenplay
2443624,356141,"(book ""Lazarus and the Hurricane"")  <2,2,1>",book
2443655,56525,"(screenplay) (as Sydney Carroll)  <1,1,1>",screenplay
2443655,313222,"(screenplay)  <1,2,1>",screenplay
2443655,362280,"(based on the novel by) (as Walter S. Tevis)  <2,1,1>",based on the novel by
2443779,251179,"(novel)  <1,1,1>",novel
2443779,324973,"<2,1,1>",
2443864,90483,"(written by)  <1,1,1>",written by
2444103,370533,"(written by)  <1,1,1>",written by
2444128,129349,"(written by)  <1,1,1>",written by
2444128,146220,"(written by)  <1,1,2>",written by
2444223,5912,(screenplay),screenplay
2444223,49050,(book),book
2444273,224120,(written by),written by
2444351,20571,"(novel)  <1,1,1>",novel
2444351,233784,"(screenplay)  <2,1,1>",screenplay
2444539,103231,"(written by) (as Tom Ricostronza)  <1,1,1>",written by
2444539,295697,"(written by)  <1,2,1>",written by
2444638,380685,,
2444642,12314,"(screenplay)  <3,1,1>",screenplay
2444642,54400,"(screenplay)  <3,2,1>",screenplay
2444642,171726,"(novel ""The Turn of the Screw"")  <1,1,1>",novel
2444642,254106,"(additional scenes & dialogue)  <2,1,1>",additional scenes  dialogue
2444704,42940,"(article The Man Who Knew Too Much)  <1,1,1>",article The Man Who Knew Too Much
2444704,227192,"(written by)  <2,1,2>",written by
2444704,313556,"(written by)  <2,1,1>",written by
2444722,132494,"(suggested by a play by)  <2,1,1>",suggested by a play by
2444722,152742,(uncredited),uncredited
2444722,199122,"(screenplay)  <1,2,1>",screenplay
2444722,299415,"(screenplay)  <1,1,1>",screenplay
2445189,334815,"(screenplay)  <2,1,1>",screenplay
2445189,353307,(contributing writer) (uncredited),contributing writer
2445189,389809,"(novel)  <1,1,1>",novel
2445189,399277,(uncredited),uncredited
2445248,53624,"(screenplay) (as Bill Canaway)  <1,1,1>",screenplay
2445248,86844,"(novel) (uncredited)  <2,1,1>",novel
2445248,94510,"(screenplay)  <1,1,2>",screenplay
2445287,33230,"(screen story)  <2,1,1>",screen story
2445287,164526,"(book)  <3,1,1>",book
2445287,236273,"(screenplay)  <1,1,1>",screenplay
2445390,165928,"(screenplay)  <2,2,1>",screenplay
2445390,348027,"(screenplay)  <2,1,1>",screenplay
2445390,389809,"(novel ""The Island of Dr. Moreau"")  <1,1,1>",novel
2445527,285617,"(screen story)  <2,1,1>",screen story
2445527,285617,"(screenplay)  <3,1,1>",screenplay
2445527,313070,"(earlier screenplay Day of the Jackal)  <1,1,1>",earlier screenplay Day of the Jackal
2445594,350109,"(written by)  <1,1,1>",written by
2445757,102611,"(screenplay)  <1,1,3>",screenplay
2445757,135765,"(screenplay)  <1,1,2>",screenplay
2445757,135765,"(story)  <2,1,2>",story
2445757,231261,"(screenplay)  <1,1,1>",screenplay
2445757,231261,"(story)  <2,1,1>",story
2445763,3403,"(written by)  <1,2,2>",written by
2445763,42860,"(written by)  <1,2,1>",written by
2445763,241551,"(written by)  <1,1,1>",written by
2445763,393248,"(written by)  <1,1,2>",written by
2445832,194117,"(written by)  <1,1,2>",written by
2445832,312718,"(written by)  <1,1,1>",written by
2445832,363175,"(characters)  <2,1,1>",characters
2445853,157520,(story),story
2445853,224810,(screenplay),screenplay
2445853,224810,(story),story
2445853,293508,(story),story
2446143,101488,"(novel)  <1,1,1>",novel
2446143,101488,"(written by)  <2,1,1>",written by
2446151,312469,"(written by)  <1,1,1>",written by
2446203,23856,"(screenplay)  <2,1,2>",screenplay
2446203,358833,"(novel)  <1,1,1>",novel
2446203,358833,"(screenplay)  <2,1,1>",screenplay
2446248,24391,"(written by)  <1,1,2>",written by
2446248,346381,"(written by)  <1,1,1>",written by
2446368,9370,"(story)  <1,1,3>",story
2446368,67472,"(story)  <1,1,1>",story
2446368,128334,"(story)  <1,1,4>",story
2446368,190062,"(inspired by the Mowgli stories)  <2,1,1>",inspired by the Mowgli stories
2446368,398809,"(story)  <1,1,2>",story
2446369,127285,"(screenplay) (as Mark D. Geldman)  <3,2,2>",screenplay
2446369,127285,"(story) (as Mark D. Geldman)  <2,1,2>",story
2446369,190062,"(characters from novel ""The Jungle Book"")  <1,1,1>",characters from novel
2446369,344447,"(screenplay)  <3,1,1>",screenplay
2446369,400582,"(story) (as Ronald Yanover)  <2,1,1>",story
2446369,400583,"(screenplay)  <3,2,1>",screenplay
2446421,83105,"(novel)  <1,1,1>",novel
2446421,358557,"(screenplay)  <2,1,1>",screenplay
2446494,180646,"(written by)  <1,1,1>",written by
2446501,180646,"(characters created by)  <2,1,1>",characters created by
2446501,180646,"(written by)  <1,1,1>",written by
2446644,904,"(written by)  <1,1,2>",written by
2446644,406349,"(written by)  <1,1,1>",written by
2446644,406353,"(written by)  <1,1,3>",written by
2446778,61272,(written by) (as Charlie Chaplin),written by
2446782,389772,"(written by)  <1,1,1>",written by
2446984,338194,"(screenplay)  <2,1,1>",screenplay
2446984,338194,"(story)  <1,1,1>",story
2447022,198001,"(screenplay)  <1,1,1>",screenplay
2447022,363856,"(dialogue)  <2,1,1>",dialogue
2447022,391735,"(novel ""Clean Break"")  <3,1,1>",novel
2447027,308338,"(screenplay)  <1,1,1>",screenplay
2447082,153779,"(screenplay)  <2,1,1>",screenplay
2447082,228532,"(from the play by)  <1,1,1>",from the play by
2447114,55914,"(written by)  <1,1,1>",written by
2447114,128605,"(written by)  <1,1,4>",written by
2447114,269646,"(written by)  <1,1,2>",written by
2447114,282678,"(written by)  <1,1,3>",written by
2447114,348986,"(written by)  <1,2,1>",written by
2447163,146857,"(book of musical play)  <2,1,1>",book of musical play
2447163,202797,"(based on the book: ""Anna and the King of Siam"" by)  <3,1,1>",
2447163,208894,"(screenplay)  <1,1,1>",screenplay
2447164,18797,"(screenplay)  <3,1,1>",screenplay
2447164,109594,"(screenplay)  <3,2,1>",screenplay
2447164,146857,"(adapted from the musical by)  <1,1,1>",adapted from the musical by
2447164,202797,"(book: ""Anna and the King of Siam"") (uncredited)  <5,1,1>",book
2447164,265290,"(additional dialogue)  <4,1,1>",additional dialogue
2447164,299109,"(conceived and adapted for animation) (as Arthur Rankin)  <2,1,1>",conceived and adapted for animation
2447164,330295,"(screenplay)  <3,2,2>",screenplay
2447248,41049,"(screenplay)  <1,1,1>",screenplay
2447248,41049,"(story)  <2,2,1>",story
2447248,297176,"(story)  <2,1,1>",story
2447823,159484,"(based on a story by)  <1,1,1>",based on a story by
2447823,353307,"(written by)  <2,1,1>",written by
2447864,130216,"(screenplay) (as Sidney Gilliatt)  <2,1,1>",screenplay
2447864,205150,"(screenplay)  <2,2,1>",screenplay
2447864,391609,"(story ""The Wheel Spins"")  <1,1,1>",story
2448078,90103,"(writer)  <2,1,1>",writer
2448078,165960,"(novel)  <1,1,1>",novel
2448078,209473,"(writer)  <2,1,2>",writer
2448585,350943,"(written by)  <1,1,1>",written by
2448629,290269,"(novel ""The Last Detail"")  <2,1,1>",novel
2448629,367941,"(screenplay)  <1,1,1>",screenplay
2448671,31047,"(screenplay)  <1,2,1>",screenplay
2448671,282857,"(screenplay)  <1,1,1>",screenplay
2448671,294174,"(autobiography ""From Emperor to Citizen, The Autobiography of Aisin-Gioro Pu Yi"") (uncredited)  <3,1,1>",autobiography
2448671,373016,"(initial screenplay collaboration)  <2,1,1>",initial screenplay collaboration
2449148,36655,"(screenplay)  <1,2,1>",screenplay
2449148,239704,"(novel)  <2,1,1>",novel
2449148,239704,"(screenplay)  <1,1,1>",screenplay
2449330,20720,"(screenplay)  <2,1,1>",screenplay
2449330,40220,"(novel)  <1,1,1>",novel
2449449,176173,(scenario),scenario
2449498,184239,"(novel)  <1,1,1>",novel
2449498,327204,"(screenplay)  <2,1,1>",screenplay
2449525,57630,"(letter)  <1,1,1>",letter
2449525,184055,"(written by)  <2,1,1>",written by
2449530,44744,"(screenplay)  <1,2,1>",screenplay
2449530,104686,"(screenplay)  <1,1,1>",screenplay
2449530,104698,"(screenplay)  <1,1,2>",screenplay
2449530,114055,"(story)  <2,1,1>",story
2449729,50500,,
2449729,184427,,
2449729,222187,(novel),novel
2449747,19471,"(adaptation)  <2,1,1>",adaptation
2449747,72102,"(novel)  <1,1,1>",novel
2449747,76498,"(screenplay)  <4,2,1>",screenplay
2449747,98194,"(1936 screenplay)  <3,1,1>", screenplay
2449747,227192,"(screenplay)  <4,1,1>",screenplay
2449747,251417,"(adaptation)  <2,3,1>",adaptation
2449747,283365,"(adaptation)  <2,2,1>",adaptation
2450038,106878,"(screenplay)  <2,2,1>",screenplay
2450038,189747,"(title only) (credit removed following lawsuit)  <1,1,1>",title only
2450038,210109,"(screenplay)  <2,1,1>",screenplay
2450051,333127,(play),play
2450051,333127,(screenplay),screenplay
2450102,97540,,
2450394,5912,"(screenplay)  <1,2,1>",screenplay
2450394,151391,"(screenplay)  <1,1,1>",screenplay
2450394,331975,"(story) (as Ernest Thompson-Seton)  <2,1,1>",story
2450589,271574,,
2450945,185820,(writer),writer
2451008,154996,"(screenplay)  <1,1,2>",screenplay
2451008,154996,"(story)  <2,1,1>",story
2451008,155128,"(screenplay)  <1,1,3>",screenplay
2451008,155128,"(story)  <2,2,1>",story
2451008,177826,"(source material ""Zola and His Time"")  <3,1,1>",source material
2451008,297620,"(screenplay)  <1,1,1>",screenplay
2451328,92964,"(written by)  <1,1,1>",written by
2451386,96621,,
2451456,6490,"(additional story material)  <4,1,1>",additional story material
2451456,54362,"(story)  <3,1,7>",story
2451456,61302,"(story supervisor)  <2,1,1>",story supervisor
2451456,71711,"(story)  <3,1,3>",story
2451456,104474,"(story)  <3,1,4>",story
2451456,126030,"(story)  <3,1,5>",story
2451456,131577,"(story)  <3,1,16>",story
2451456,133494,"(story)  <3,1,15>",story
2451456,148723,"(story)  <3,1,8>",story
2451456,175236,"(story)  <3,1,2>",story
2451456,183703,"(story)  <3,1,17>",story
2451456,191888,"(story)  <3,1,9>",story
2451456,209447,"(story)  <3,1,12>",story
2451456,225309,"(story)  <3,1,14>",story
2451456,234457,"(story)  <3,1,1>",story
2451456,240395,"(screenplay)  <1,1,1>",screenplay
2451456,299023,"(story)  <3,1,13>",story
2451456,307889,"(screenplay)  <1,2,1>",screenplay
2451456,321149,"(story)  <3,1,10>",story
2451456,329357,"(additional story material)  <4,1,2>",additional story material
2451456,339724,"(story)  <3,1,11>",story
2451456,361240,"(additional story material)  <4,1,3>",additional story material
2451456,369272,"(additional story material)  <4,1,4>",additional story material
2451456,369588,"(story)  <3,1,6>",story
2451456,372100,"(additional story material)  <4,1,5>",additional story material
2451456,381820,"(additional story material) (as Chris Vogler)  <4,1,6>",additional story material
2451456,391784,"(additional story material)  <4,1,8>",additional story material
2451456,396169,"(additional story material)  <4,1,7>",additional story material
2451456,398252,"(screenplay)  <1,3,1>",screenplay
2451832,9037,"(fairy tale)  <2,1,1>",fairy tale
2451832,14651,"(additional dialogue)  <3,1,1>",additional dialogue
2451832,67455,"(written by)  <1,2,1>",written by
2451832,136653,"(additional dialogue)  <3,1,2>",additional dialogue
2451832,136758,"(additional dialogue) (as Samuel Graham)  <3,1,3>",additional dialogue
2451832,163836,"(additional dialogue)  <3,1,4>",additional dialogue
2451832,257643,"(written by)  <1,1,1>",written by
2451897,49008,"(novel: The Fantasy)  <2,1,1>",novel
2451897,111864,"(screenplay)  <1,2,1>",screenplay
2451897,157494,"(screenplay)  <1,1,1>",screenplay
2451910,141311,"(screenplay)  <2,1,1>",screenplay
2451910,141311,"(story)  <1,2,1>",story
2451910,235696,"(screenplay)  <2,1,2>",screenplay
2451910,235696,"(story)  <1,2,2>",story
2451910,329162,"(story)  <1,1,3>",story
2451910,346343,"(screenplay)  <2,1,3>",screenplay
2451910,346343,"(story)  <1,1,1>",story
2451910,397255,"(story)  <1,1,2>",story
2451959,72823,"(co-writer) (uncredited)  <2,1,1>",cowriter
2451959,139596,"(screenplay)  <1,1,1>",screenplay
2452304,185227,"(written by)  <1,1,1>",written by
2452580,41045,"(screenplay)  <1,1,1>",screenplay
2452580,60887,"(novel ""The Long Goodbye"")  <2,1,1>",novel
2452617,34152,"(written by)  <1,1,1>",written by
2452719,72774,,
2452719,243824,(uncredited),uncredited
2452768,125894,"(additional episodes written by)  <3,1,1>",additional episodes written by
2452768,176818,"(additional episodes written by)  <3,1,2>",additional episodes written by
2452768,294793,"(additional episodes written by)  <3,1,3>",additional episodes written by
2452768,316770,"(book)  <2,1,1>",book
2452768,316770,"(screenplay)  <1,1,1>",screenplay
2452768,329781,"(additional episodes written by)  <3,1,4>",additional episodes written by
2452910,25313,"(screenplay)  <1,2,1>",screenplay
2452910,70811,"(screenplay)  <1,1,1>",screenplay
2452910,366301,"(novels ""The Fellowship of the Ring"" and ""The Two Towers"")  <2,1,1>",and
2452938,82133,"(screenplay)  <1,3,1>",screenplay
2452938,131583,"(screenplay)  <1,2,1>",screenplay
2452938,347673,"(additional dialogue)  <2,1,1>",additional dialogue
2452938,379131,"(screenplay) (as Stephen F. Verona)  <1,1,1>",screenplay
2452983,112506,(writer),writer
2453256,207193,(writer),writer
2453256,207195,(writer),writer
2453256,246587,(writer),writer
2453314,41043,"(screenplay)  <2,1,1>",screenplay
2453314,170320,"(from the novel by)  <1,1,1>",from the novel by
2453314,393003,"(screenplay)  <2,2,1>",screenplay
2453333,75767,"(novel ""The Lost World"")  <1,1,1>",novel
2453333,193096,"(screenplay)  <2,1,1>",screenplay
2453494,224120,"(screenplay)  <2,1,1>",screenplay
2453494,325812,"(novel)  <1,1,1>",novel
2453747,89697,"(screenplay)  <1,1,1>",screenplay
2453747,258555,"(based upon the story of ""Carmen"" by)  <2,1,1>",
2453777,103895,,
2453777,156806,,
2454098,74993,,
2454234,28531,"(play ""The Madness of George III"")",play
2454234,28531,(screenplay),screenplay
2454636,30661,"(uncredited)  <3,1,1>",uncredited
2454636,150750,"(screenplay ""Shichinin no samurai"") (uncredited)  <2,1,2>",screenplay
2454636,199172,"(screenplay ""Shichinin no samurai"") (uncredited)  <2,1,1>",screenplay
2454636,263323,"(uncredited)  <3,2,1>",uncredited
2454636,270245,"(screenplay ""Shichinin no samurai"") (uncredited)  <2,1,3>",screenplay
2454636,308043,"(screenplay)  <1,1,1>",screenplay
2455724,146866,"(based upon the novel by)  <2,1,1>",based upon the novel by
2455724,165824,"(screenplay)  <1,1,1>",screenplay
2456019,108845,"(novel ""Watch That Man"")  <1,1,1>",novel
2456019,108845,"(screenplay)  <2,1,1>",screenplay
2456019,118523,"(screenplay)  <2,2,1>",screenplay
2456020,28566,"(by)  <1,1,1>",
2456020,138818,"(scenario)  <2,1,1>",scenario
2456020,300233,"(scenario)  <2,2,1>",scenario
2456020,393805,"(additional dialogue)  <3,1,1>",additional dialogue
2456020,399318,"(by) (as D.B.Wyndham Lewis)  <1,2,1>",
2456021,28566,"(based on a story by)  <2,1,1>",based on a story by
2456021,152027,"(screenplay)  <1,1,1>",screenplay
2456021,223346,(contributing writer) (uncredited),contributing writer
2456021,399318,"(based on a story by)  <2,2,1>",based on a story by
2456181,157502,"(screenplay)  <1,2,1>",screenplay
2456181,165824,"(screenplay)  <1,1,1>",screenplay
2456181,190062,"(based on the story by)  <2,1,1>",based on the story by
2456218,160207,"(novel)  <1,1,1>",novel
2456218,223404,"(screenplay)  <2,1,1>",screenplay
2456265,185487,(story),story
2456265,310298,(story),story
2456265,311770,(writer),writer
2456265,330683,(writer),writer
2456292,49413,"(screenplay)  <1,1,2>",screenplay
2456292,115385,"(Saturday Evening Post story)  <2,1,1>",Saturday Evening Post story
2456292,401767,"(screenplay)  <1,1,1>",screenplay
2456443,20414,(script),script
